edad,hora_lectura_preferida,velocidad_lectura,engagement_promedio,valence_musical_pref,energia_musical_pref,contenido_visual_pref,genero_libro_rec,tipo_vino_rec,genero_musical_rec,genero_serie_rec
24,noche,baja,0.71,0.74,0.54,peliculas,romance,afrutado,pop,comedia
46,noche,baja,0.64,0.4,0.32,anime,no ficcion,seco,jazz,drama
30,noche,media,0.83,0.43,0.69,documentales,thriller,afrutado,rock,terror
21,manana,alta,0.6,0.79,0.55,peliculas,romance,afrutado,pop,comedia
45,tarde,media,0.48,0.81,0.53,peliculas,no ficcion,bajo en acidez,jazz,comedia
24,manana,alta,0.67,0.59,0.49,anime,ciencia ficcion,bajo en acidez,reggaeton,accion
22,manana,alta,0.85,0.51,0.55,series largas,ciencia ficcion,afrutado,pop,accion
18,tarde,media,0.67,0.79,0.38,series cortas,romance,dulce,reggaeton,comedia
18,manana,alta,0.73,0.63,0.48,series largas,fantasia,seco,pop,accion
21,manana,baja,0.75,0.9,0.67,series largas,romance,afrutado,reggaeton,comedia
31,manana,media,0.82,0.57,0.49,anime,fantasia,dulce,reggaeton,ciencia ficcion
29,manana,baja,0.88,0.45,0.67,series largas,thriller,espumoso,electronica,terror
34,noche,media,0.76,0.68,0.4,series largas,fantasia,seco,electronica,accion
39,tarde,baja,0.75,0.33,0.61,series largas,no ficcion,dulce,rock,terror
26,noche,alta,0.9,0.43,0.73,series cortas,thriller,espumoso,electronica,ciencia ficcion
29,manana,media,0.61,0.85,0.44,series largas,romance,dulce,electronica,comedia
32,manana,alta,0.74,0.33,0.87,documentales,thriller,espumoso,rock,terror
44,tarde,alta,0.86,0.64,0.64,series largas,ciencia ficcion,espumoso,rock,ciencia ficcion
26,tarde,alta,0.61,0.42,0.57,anime,romance,bajo en acidez,reggaeton,terror
37,noche,alta,0.72,0.74,0.26,documentales,romance,bajo en acidez,jazz,accion
33,noche,media,1.0,0.49,0.61,series largas,ciencia ficcion,espumoso,rock,ciencia ficcion
33,noche,media,0.68,0.38,0.77,documentales,thriller,espumoso,electronica,ciencia ficcion
27,manana,media,0.75,0.9,0.49,peliculas,fantasia,afrutado,pop,comedia
30,tarde,alta,0.73,0.27,0.61,series largas,thriller,seco,rock,terror
29,noche,alta,0.7,0.55,0.52,peliculas,fantasia,seco,reggaeton,accion
25,tarde,media,1.0,0.51,0.71,series largas,thriller,espumoso,electronica,ciencia ficcion
26,noche,baja,0.98,0.35,0.51,documentales,thriller,dulce,rock,ciencia ficcion
37,tarde,media,0.93,0.58,0.33,series largas,romance,bajo en acidez,jazz,drama
43,noche,media,0.65,0.45,0.17,documentales,no ficcion,seco,jazz,drama
22,noche,alta,0.72,0.55,0.74,documentales,ciencia ficcion,dulce,electronica,ciencia ficcion
29,tarde,media,0.74,0.26,0.71,documentales,thriller,dulce,rock,terror
